Passport,AFG,ALB,DZA,AND,AGO,ATG,ARG,ARM,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CAF,TCD,CHL,CHN,COL,COM,COG,COD,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,SWZ,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GRC,GRD,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,XKX,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MDA,MCO,MNG,MNE,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,NZL,NIC,NER,NGA,PRK,MKD,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,ROU,RUS,RWA,KNA,LCA,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,KOR,SSD,ESP,LKA,VCT,SDN,SUR,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TON,TTO,TUN,TUR,TKM,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VAT,VEN,VNM,YEM,ZMB,ZWE
LVA,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,-1,1,1,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,0,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,3,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,3,3,3,1,0,3,0,3,2,3,0,1,3,3,0,3,1,1,1,3,1,3,3,3,3,0,3,1,3,3,3,2,3,3,3,3,3,0,0,1,1
LBN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,3,1,0,3,1,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,1,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LSO,0,0,0,0,1,3,0,0,0,0,0,3,0,3,3,0,0,3,3,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,3,1,3,0,0,1,3,0,0,1,0,3,0,0,1,3,3,0,3,0,0,2,3,1,0,3,3,0,3,3,1,0,3,3,3,0,0,0,0,0,-1,0,0,0,0,0,1,1,3,3,1,0,0,0,1,3,0,3,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,1,0,0,1,3,3,1,0,0,0,1,0,1,0,3,0,0,0,1,3,3,0,0,2,3,0,0,0,0,0,0,0,3,0,1,1,0,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,3,3
LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,3,0,1,0,0,3,3,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,3,0,0,3,0,0,0,3,3,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,1,0,0,1,3,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,3,0,1,3,3,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
LBY,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,1,1,0,3,1,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LIE,0,3,0,3,0,3,3,3,2,3,1,3,1,1,3,3,3,0,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,0,1,3,3,3,1,3,3,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,0,1,3,3,1,3,1,3,1,1,0,0,-1,3,3,3,1,1,3,1,0,3,0,1,3,3,3,3,3,0,3,3,1,0,3,0,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,3,3,3,3,3,3,3,0,1,3,3,1,3,3,0,1,3,1,0,3,3,3,3,1,3,3,0,3,2,3,0,1,3,3,0,3,1,1,3,3,1,3,3,3,3,0,3,1,3,3,3,2,3,3,3,3,3,1,0,1,1
LTU,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,1,0,0,3,-1,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,0,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,3,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,3,3,3,1,0,3,0,3,2,3,0,1,3,3,0,3,1,1,1,3,1,3,3,3,3,0,3,1,3,3,3,2,3,3,3,3,3,1,0,1,1
LUX,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,3,3,1,3,0,0,3,3,-1,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,3,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,3,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,3,3,3,1,3,3,0,3,2,3,0,1,3,3,0,3,1,1,3,3,1,3,3,3,3,0,3,1,3,3,3,2,3,3,3,3,3,1,0,1,1
MAC,0,3,0,3,0,3,0,3,0,3,1,0,1,1,3,3,3,0,0,0,1,3,0,3,3,3,0,0,1,0,0,3,0,0,3,0,0,1,0,0,0,2,3,1,3,3,3,1,3,3,3,3,0,0,0,3,0,1,3,3,3,1,0,0,3,0,3,3,0,0,1,0,3,0,3,3,3,2,3,1,0,3,3,3,0,3,1,0,1,3,3,0,0,1,3,1,1,0,0,3,3,3,-1,1,1,3,1,3,3,0,1,3,3,3,3,3,3,3,3,1,3,3,0,1,3,3,3,0,0,0,3,3,1,0,1,3,0,1,0,0,3,3,3,1,3,3,1,3,1,3,3,0,0,0,3,1,0,3,3,3,0,1,3,3,0,3,2,3,0,0,3,3,0,1,0,3,3,1,1,1,0,0,3,0,1,1,0,0,3,0,3,0,3,3,0,1,0,0,1
MDG,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,3,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,3,0,1,0,3,3,3,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-1,1,3,1,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3
MWI,0,0,0,0,1,3,0,0,0,0,0,3,0,3,3,0,0,3,3,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,3,1,3,0,0,1,3,0,0,1,0,3,0,0,1,0,3,0,3,0,0,2,3,1,0,0,3,0,3,0,1,0,3,3,3,0,0,1,0,0,3,0,0,0,0,0,1,1,-1,3,1,0,0,0,1,3,0,3,0,0,0,0,0,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,1,0,0,1,3,3,1,0,0,0,1,0,1,0,3,0,0,0,1,3,0,0,0,2,3,0,0,0,0,0,0,0,3,0,1,1,0,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,3,3
MYS,0,3,3,3,0,3,3,1,2,3,1,3,1,1,3,3,3,3,0,0,1,3,3,3,3,3,0,0,3,0,0,1,0,0,3,0,0,1,0,0,3,2,3,3,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,3,0,3,0,3,3,3,1,3,3,3,3,1,3,3,3,1,3,0,0,3,3,3,3,1,3,-1,1,0,3,1,1,3,3,3,3,3,3,3,3,1,1,3,0,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,0,3,3,3,3,3,3,0,1,3,1,1,3,0,0,3,0,1,0,3,3,3,1,1,3,3,0,3,2,3,1,3,3,3,0,3,1,3,3,1,1,1,3,3,3,0,1,1,0,3,3,0,3,3,3,3,3,3,1,3,3
MDV,0,0,0,0,0,3,0,1,0,0,1,3,0,3,3,0,0,3,0,3,1,0,3,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,2,0,1,0,0,0,1,3,0,3,1,0,0,0,0,3,1,3,0,0,1,3,0,0,0,0,3,0,0,1,0,3,0,3,0,0,3,3,1,0,3,0,0,3,0,1,0,3,0,3,0,0,1,0,0,3,0,0,0,0,0,1,1,1,3,-1,0,0,1,1,3,0,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,3,3,1,0,0,3,0,0,3,0,0,1,3,3,1,0,0,0,0,0,1,0,3,0,0,1,1,3,0,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,0,3,3,1,0,1,1,0,1,3,0,0,0,3,0,0,0,0,3,3
MLI,0,0,3,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,3,0,1,0,0,0,0,0,3,0,1,3,0,3,0,3,0,0,0,1,0,0,0,3,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,3,0,0,3,0,0,0,3,3,0,3,0,3,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,3,1,0,0,1,-1,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,1,1,0,0,0,3,0,1,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,1,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,1,0,0,3,3,3,3,1,1,3,1,0,-1,3,1,3,3,3,3,3,0,3,3,1,1,0,0,1,3,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,3,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,3,3,3,1,3,3,0,3,2,3,0,1,3,3,0,3,1,3,1,3,1,3,3,3,1,0,3,3,3,3,3,2,3,3,3,3,3,1,0,3,3
MHL,0,0,0,3,0,3,0,1,0,3,0,3,0,1,0,0,3,3,0,0,1,3,0,0,0,3,0,0,1,0,0,1,0,0,0,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,0,1,3,3,3,1,0,0,3,0,3,0,3,0,1,0,3,3,3,3,3,2,3,1,0,0,0,3,0,0,1,0,1,3,3,0,0,1,3,0,1,0,0,3,3,3,1,1,1,3,1,0,3,-1,1,1,3,3,3,3,0,0,0,1,0,0,1,1,3,0,3,0,0,0,0,3,0,0,3,3,3,1,0,3,3,3,3,1,3,0,1,0,3,1,3,0,0,1,0,1,0,3,3,3,1,1,0,3,0,3,2,3,0,0,3,3,0,3,0,1,0,1,1,1,0,0,1,0,1,1,0,0,3,3,0,0,3,3,0,1,0,3,1
MRT,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,1,0,0,0,0,0,3,0,1,0,0,3,0,3,0,0,0,1,1,0,0,3,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,3,1,0,3,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,3,1,3,0,0,-1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,1,1,0,0,0,3,0,1,3,3,0,0,0,1,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,3,0,3,3,3,0,0,0,3,1,3,0,0,3,0,3,3,3,0,1,3,3,0,0,3,0,0,1,0,0,1,0,0,3,3,0,1,0,1,3,2,3,1,3,3,3,1,3,3,3,0,0,0,0,3,3,1,3,3,3,3,3,3,3,3,3,3,0,0,1,0,3,0,3,3,3,2,3,1,0,0,3,3,3,3,1,0,3,3,3,0,0,1,3,0,3,0,0,3,3,3,3,1,3,3,1,0,3,1,1,-1,0,3,3,3,0,3,0,3,1,3,0,1,3,3,1,0,0,0,3,3,0,0,1,3,3,0,0,0,3,3,3,1,3,3,3,3,3,1,3,0,0,3,0,1,0,3,3,3,0,1,3,3,0,3,2,3,0,0,3,3,0,1,0,3,1,1,1,0,3,3,1,0,1,3,0,1,3,0,0,0,3,3,0,0,0,3,3
MEX,0,3,0,3,0,3,3,1,0,3,1,3,1,0,3,3,3,3,0,0,3,3,3,3,0,3,0,0,1,0,2,1,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,0,1,3,3,3,1,0,3,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,0,3,0,1,1,3,1,1,0,0,3,3,3,3,1,1,3,1,0,3,1,1,3,-1,3,3,3,0,3,3,1,1,0,0,1,3,3,3,0,0,0,3,3,0,0,1,3,3,1,3,3,3,3,3,3,3,0,1,3,3,1,3,0,0,0,3,1,0,3,3,3,0,1,0,3,0,3,2,3,0,1,3,3,0,0,1,1,0,1,1,0,3,3,1,0,1,1,0,3,3,0,3,0,3,3,3,1,0,1,1
FSM,0,0,0,3,0,0,0,1,0,3,0,0,0,1,0,3,3,3,0,0,1,3,0,0,0,3,0,0,1,0,0,1,0,0,0,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,0,0,0,3,0,1,3,3,3,1,3,0,3,0,3,0,0,0,1,0,3,0,3,3,3,2,0,1,0,0,3,3,0,0,0,0,1,3,3,0,0,1,3,0,1,0,0,3,3,3,1,1,1,0,1,0,3,3,1,1,3,-1,3,3,0,0,0,1,0,0,1,1,3,0,1,0,0,0,0,3,0,0,3,3,3,1,0,3,3,3,3,1,3,0,1,0,3,1,3,0,0,1,0,1,0,3,3,3,1,1,0,3,0,3,2,3,0,0,3,3,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,3,3,0,0,3,3,0,1,0,1,1
MDA,0,3,0,3,0,3,0,3,0,3,3,3,0,1,3,3,3,0,0,0,1,3,0,0,0,3,0,0,1,0,0,1,0,0,3,0,3,1,0,0,0,2,3,1,3,3,3,1,3,0,3,0,0,0,0,3,0,1,3,3,3,1,0,3,3,0,3,0,0,0,1,0,3,0,0,3,3,2,3,1,0,0,3,3,1,0,0,3,1,0,0,0,3,1,3,1,1,0,0,3,3,3,3,1,1,3,1,0,3,0,1,1,0,3,-1,3,0,3,0,1,0,3,0,1,3,0,1,0,0,0,3,3,1,0,1,3,3,0,0,3,0,3,3,3,3,3,1,3,0,1,3,0,0,0,3,1,0,0,3,3,0,1,0,0,0,3,2,3,0,0,3,3,0,0,3,1,0,1,1,0,0,3,3,0,1,1,3,0,0,0,0,3,0,3,0,1,0,1,1
MCO,0,3,0,3,1,3,3,3,2,3,1,3,1,1,0,3,3,3,0,0,3,3,3,3,0,3,0,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,0,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,0,3,1,3,1,3,1,1,0,0,3,3,3,3,1,1,3,1,0,3,1,1,3,3,3,3,-1,0,3,3,1,1,0,0,1,3,3,3,0,0,0,3,3,1,0,1,3,3,1,3,3,3,3,3,3,3,0,1,3,3,1,3,3,0,1,3,1,0,3,3,3,1,1,3,3,0,3,2,3,0,0,3,3,0,3,1,1,3,1,1,1,0,3,3,0,1,1,3,3,3,2,3,3,3,3,3,1,0,1,1
MNG,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,2,0,3,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,2,3,1,0,0,3,0,0,0,0,3,1,0,0,0,3,3,0,0,1,0,0,0,0,0,3,1,1,3,1,0,0,1,1,1,0,3,0,0,-1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,3,0,0,1,0,3,1,0,1,1,0,0,0,0,3,1,0,3,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,1,1,3,1,1,0,0,0,3,0,1,1,3,0,0,0,3,3,0,0,0,1,0,1,0
MNE,0,3,0,3,0,0,3,3,0,3,0,0,0,1,0,3,3,0,0,0,1,3,0,3,0,3,0,0,1,0,0,1,0,0,3,0,3,1,0,0,3,2,3,3,3,3,3,1,3,0,3,1,0,0,0,3,3,1,0,3,3,1,3,3,3,0,3,0,0,0,1,0,3,0,3,3,3,2,0,1,0,0,3,3,1,0,1,0,1,0,3,0,1,1,3,1,1,0,0,3,3,3,3,1,1,1,1,0,3,0,1,1,0,3,3,3,0,-1,0,1,0,0,0,1,3,0,1,0,0,0,3,3,1,0,1,3,3,0,0,3,0,3,3,1,3,3,1,0,3,1,3,0,0,0,3,1,0,3,3,3,0,1,0,3,0,3,2,3,0,0,3,3,0,1,0,1,0,1,1,0,3,3,3,0,1,1,3,3,0,0,3,3,0,3,0,1,0,3,0
MAR,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,3,0,3,1,0,3,0,3,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,3,1,0,3,1,3,0,1,1,1,0,3,0,0,0,0,-1,1,1,0,0,1,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,3,0,3,0,1,0,0,0,0,0,1,0,3,0,0,2,3,0,0,0,0,3,0,1,1,0,1,1,0,0,3,3,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
MOZ,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,3,0,0,1,0,3,0,3,0,0,2,3,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,1,3,0,3,0,0,0,0,0,-1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,1,1,0,3,0,0,0,1,0,3,0,0,0,1,3,0,0,0,2,3,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,3,3
MMR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,3,0,0,0,0,0,1,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0
NAM,0,0,0,0,3,3,0,0,0,0,0,3,0,1,0,0,0,3,3,0,1,0,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,1,3,3,3,0,0,0,0,0,3,1,0,0,0,1,3,0,0,1,0,3,0,0,1,0,3,0,3,0,0,2,3,1,0,0,0,0,3,0,0,0,3,0,3,0,0,1,0,0,3,0,0,0,0,0,3,1,3,3,1,0,0,0,1,3,0,3,0,0,0,0,0,1,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,3,0,0,0,1,3,0,0,0,2,3,0,0,0,0,0,0,0,3,0,1,1,0,3,3,1,0,1,1,0,0,3,0,0,0,3,0,0,0,0,3,3
NRU,0,0,0,0,0,3,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,2,0,1,0,0,0,1,3,3,3,1,0,0,0,0,3,1,3,0,0,1,3,0,0,0,0,3,0,0,1,0,3,0,3,0,0,2,3,1,0,3,3,0,3,0,1,0,3,3,3,0,0,0,0,0,3,0,0,0,0,0,1,1,3,3,1,0,0,1,1,3,0,3,0,0,0,0,0,1,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,1,3,3,1,0,3,0,0,0,1,0,3,1,3,3,1,0,0,0,0,0,1,0,3,0,0,1,1,0,3,0,0,2,3,0,0,0,0,0,3,0,3,0,1,1,1,3,0,1,0,1,1,0,0,3,0,0,0,3,0,0,1,0,1,3
NPL,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,3,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NLD,0,3,0,3,1,3,3,3,2,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,3,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,3,1,3,3,3,3,3,0,3,3,1,1,3,0,1,-1,3,3,0,0,0,3,3,1,0,3,3,3,1,3,3,3,3,3,3,3,0,1,3,3,3,3,3,0,3,3,1,0,3,3,3,3,1,3,3,0,3,2,3,0,1,3,3,0,3,1,1,3,3,1,3,3,3,1,0,3,1,3,3,3,2,3,3,3,3,3,1,0,1,1
NZL,0,3,0,3,1,3,3,3,3,3,1,3,1,1,3,3,3,3,0,0,3,3,3,3,3,3,1,0,1,0,2,1,0,0,3,0,3,1,0,0,3,2,3,1,3,3,3,1,3,3,3,1,3,0,0,3,3,1,3,3,3,1,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,2,3,1,0,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,3,0,0,3,3,3,3,1,1,3,1,0,3,1,1,3,3,3,3,3,0,3,3,1,1,3,0,1,3,-1,3,0,0,0,3,3,3,0,1,3,3,1,1,3,3,3,3,3,3,0,1,3,3,1,3,0,0,1,3,1,0,3,3,3,1,1,0,3,0,3,2,3,0,0,3,3,0,3,1,1,3,1,1,1,1,3,3,0,1,1,0,3,3,2,3,3,3,3,3,1,0,1,1
