Passport,AD,AE,AF,AG,AL,AM,AO,AR,AT,AU,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BN,BO,BR,BS,BT,BW,BY,BZ,CA,CD,CF,CG,CH,CI,CL,CM,CN,CO,CR,CU,CV,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,ER,ES,ET,FI,FJ,FM,FR,GA,GB,GD,GE,GH,GM,GN,GQ,GR,GT,GW,GY,HK,HN,HR,HT,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MG,MH,MK,ML,MM,MN,MO,MR,MT,MU,MV,MW,MX,MY,MZ,NA,NE,NG,NI,NL,NO,NP,NR,NZ,OM,PA,PE,PG,PH,PK,PL,PS,PT,PW,PY,QA,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SI,SK,SL,SM,SN,SO,SR,SS,ST,SV,SY,SZ,TD,TG,TH,TJ,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,US,UY,UZ,VA,VC,VE,VN,VU,WS,XK,YE,ZA,ZM,ZW
LA,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,2,0,0,2,0,0,3,0,2,0,0,0,0,3,2,0,0,0,2,0,0,0,0,3,0,3,0,0,1,0,2,0,0,0,0,0,2,0,3,0,2,0,0,0,2,0,-1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,3,3,2,2,0,0,2,2,0,3,2,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,2,0,2,0,0,3,2,0,0,2,0,0,3,0,0,0,0,2,2,2,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,2,0,2,0,2,0,0,2,0,3,0,3,0,2,0,0,0,2,0
LB,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,3,0,0,2,0,0,0,2,0,0,0,0,3,0,3,0,0,0,2,3,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,-1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,2,2,2,0,3,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,2,0,3,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,2,2,0,0,0,3,0,0,2,0,2,2,0,0,0,3,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0
LC,3,0,0,3,0,2,0,3,3,0,0,3,3,2,3,0,3,0,0,0,0,2,0,3,0,3,0,3,0,0,0,0,3,1,3,0,0,3,3,3,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,0,0,3,2,0,3,3,2,3,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,0,3,0,2,3,2,3,0,3,0,0,2,0,-1,3,1,0,3,3,3,3,0,0,3,3,3,2,0,0,0,0,0,2,2,3,3,2,3,0,3,2,0,0,2,3,3,3,2,0,0,0,3,3,0,3,2,3,3,3,2,0,2,3,0,0,2,0,2,2,0,3,3,3,3,2,3,2,2,3,0,0,3,0,3,0,2,0,0,2,0,3,2,2,3,2,3,3,0,2,0,0,2,3,3,3,0,3,2,3,0,0,3,3
LI,3,3,0,3,3,3,0,3,3,1,2,3,3,2,3,2,3,2,0,0,3,3,3,3,0,3,3,0,1,0,0,0,3,1,3,0,0,3,3,2,3,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,0,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,3,2,3,2,3,2,3,0,3,2,3,2,2,3,-1,1,0,2,3,3,3,0,3,3,3,3,2,0,3,0,0,0,3,2,3,3,2,2,3,3,2,3,0,2,3,3,3,2,0,1,2,3,3,2,3,0,3,3,3,2,3,3,3,3,0,2,2,3,2,0,3,3,3,3,2,3,2,2,2,0,3,3,0,0,0,2,3,2,3,0,3,3,3,3,3,3,2,3,2,1,3,3,3,3,3,2,3,2,3,0,3,2,2
LK,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,3,0,2,0,3,0,0,3,2,0,0,0,2,0,0,0,0,3,0,3,0,0,1,0,2,0,0,0,0,0,2,0,2,0,2,3,0,0,0,0,2,0,0,0,-1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,2,2,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,2,0,2,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,3,0,0,3,2,0,0,0,0,0
LR,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,3,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,0,3,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,2,0,2,2,2,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,3,0,3,2,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0
LS,0,0,0,3,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,3,0,2,0,3,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,3,3,0,2,0,3,0,3,3,2,0,0,0,2,3,3,0,0,3,0,3,3,3,1,0,2,0,0,3,2,3,3,0,2,3,2,3,0,3,0,0,0,0,3,0,1,0,-1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,3,2,3,0,3,2,3,0,2,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,2,0,2,2,2,0,0,0,0,3,0,2,0,0,2,0,0,0,0,3,2,0,3,0,3,0,0,0,0,3,0,0,3,2,3,0,3,3,3
LT,3,3,0,3,3,3,2,3,3,1,2,3,3,2,3,2,3,2,0,0,3,3,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,3,2,3,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,0,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,3,2,3,2,3,2,3,0,3,2,3,2,2,3,3,1,0,2,-1,3,3,0,3,3,3,3,2,3,3,0,2,2,3,2,3,3,2,2,3,3,2,0,0,2,3,3,3,2,0,1,2,3,3,2,3,2,3,3,3,3,3,3,3,3,0,2,2,3,2,0,3,3,3,3,2,3,3,2,2,0,3,3,0,3,0,2,3,2,3,0,3,3,3,3,3,3,2,3,2,1,3,3,3,3,3,2,3,3,3,0,0,2,2
LU,3,3,0,3,3,3,2,3,3,1,2,3,3,2,3,2,3,2,0,0,3,3,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,3,2,3,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,3,2,3,2,3,2,3,0,3,2,3,3,2,3,3,1,0,3,3,-1,3,0,3,3,3,3,2,3,3,0,2,2,3,2,3,3,2,2,3,3,2,3,0,2,3,3,3,2,0,1,2,3,3,2,3,2,3,3,3,3,3,3,3,3,0,2,2,3,2,0,3,3,3,3,2,3,3,2,2,0,3,3,0,3,0,2,3,2,3,0,3,3,3,3,3,3,2,3,2,1,3,3,3,3,3,2,3,3,3,0,3,2,2
LV,3,3,0,3,3,3,2,3,3,1,2,3,3,2,3,2,3,2,0,0,3,3,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,3,2,3,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,0,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,3,2,3,2,3,2,3,0,3,2,3,2,2,3,3,1,0,2,3,3,-1,0,3,3,3,3,2,3,3,0,2,2,3,2,3,3,2,2,3,3,2,0,0,2,3,3,3,2,0,1,2,3,3,2,3,0,3,3,3,3,3,3,3,3,0,2,2,3,2,0,3,3,3,3,2,3,3,2,2,0,3,3,0,3,0,2,3,2,3,0,3,3,3,3,3,3,2,3,2,1,3,3,3,3,3,0,3,3,3,0,0,2,2
LY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,3,0,0,0,0,0,2,0,0,3,0,2,0,0,0,2,3,2,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,-1,0,0,0,0,2,0,0,0,0,0,2,3,0,0,2,2,0,3,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,2,0,2,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0
MA,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,3,0,2,3,0,0,0,0,3,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,2,0,3,0,3,3,0,0,0,0,2,0,0,3,0,3,0,3,0,0,3,3,0,0,0,2,0,3,0,0,3,0,3,0,0,0,0,2,0,0,0,2,0,2,0,2,0,2,0,0,3,0,0,2,2,0,0,1,0,2,0,0,0,0,-1,0,0,0,2,2,0,3,2,0,3,2,0,2,2,2,0,3,2,0,3,2,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,3,2,2,0,3,0,3,0,0,2,0,2,2,0,3,0,3,0,2,0,2,0,2,0,0,2,0,3,0,0,3,2,0,0,0,0,0
MC,3,3,0,3,3,3,2,3,3,1,2,3,3,2,3,0,3,2,0,0,0,3,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,3,2,3,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,0,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,3,2,3,2,0,2,3,0,3,2,3,2,2,3,3,1,0,2,3,3,3,0,3,-1,3,3,2,2,3,0,2,0,3,2,3,3,2,2,3,3,2,0,0,2,3,3,3,2,0,1,2,3,3,2,3,2,3,3,3,2,3,3,3,3,0,2,2,2,2,0,3,3,3,3,0,3,2,2,2,0,3,3,0,3,0,2,3,2,2,0,3,2,3,0,2,3,2,3,2,1,3,3,3,3,3,2,3,2,3,0,3,2,2
MD,3,0,0,3,3,3,0,0,3,0,3,3,3,2,3,0,3,0,0,0,0,2,0,3,0,0,3,0,0,0,0,0,3,1,3,0,0,3,0,2,2,3,3,3,2,3,3,0,0,3,3,0,0,3,2,3,3,3,3,2,0,0,3,0,3,2,0,3,0,2,0,0,0,3,3,3,3,0,3,1,0,2,3,3,2,0,0,2,3,2,0,2,3,0,0,0,3,2,2,0,3,1,0,2,3,3,3,0,0,3,-1,3,2,0,3,0,0,0,3,2,3,2,2,2,0,3,2,3,0,2,2,3,3,2,0,0,2,3,3,0,0,0,3,3,3,2,0,3,3,3,3,2,0,0,2,0,3,0,3,3,2,3,2,2,2,0,0,0,0,0,0,2,0,3,2,0,3,0,3,0,2,0,2,3,2,0,0,3,3,3,0,2,0,2,0,0,0,2,2
ME,3,3,0,0,3,3,0,3,3,0,0,3,0,2,3,0,3,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,3,1,3,0,0,3,3,3,2,3,3,3,2,3,3,0,0,3,3,2,0,3,2,3,0,3,3,2,0,0,3,0,3,2,0,3,0,2,0,3,0,3,3,3,0,0,3,1,0,2,3,3,2,2,0,2,3,2,0,2,0,0,3,0,0,2,2,3,3,1,0,2,3,3,3,0,0,3,3,-1,2,0,3,0,0,0,3,2,3,2,2,2,0,2,2,0,0,2,2,3,3,2,0,0,2,3,3,0,0,0,3,3,3,2,0,2,3,3,3,2,2,0,2,0,3,3,3,3,0,3,2,2,2,0,0,0,0,3,0,2,0,0,2,0,3,0,3,3,2,2,2,3,2,0,3,3,3,3,0,2,0,2,3,0,0,3,0
MG,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,0,2,3,2,0,0,3,2,0,3,3,0,3,0,3,0,0,1,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,2,0,2,2,2,0,3,2,2,0,2,3,0,0,2,0,1,0,3,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,0,0,2,2,2,0,0,3,0,3,0,2,0,0,2,0,0,0,0,0,2,0,3,0,3,0,0,0,0,3,0,0,0,2,0,0,3,2,3
MH,3,0,0,3,0,2,0,0,3,0,0,3,0,2,3,0,3,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,3,1,0,0,0,3,3,2,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,0,0,0,0,2,0,3,3,2,0,3,3,3,3,3,3,0,0,1,0,2,3,3,0,2,0,2,0,2,3,2,0,0,3,0,0,2,0,3,3,1,0,2,3,3,3,0,0,3,3,0,2,-1,0,0,0,0,2,2,3,2,2,2,3,3,2,0,0,2,3,3,3,2,2,0,0,3,3,2,3,0,3,3,3,3,0,2,3,0,0,2,0,2,2,0,3,3,3,3,0,3,2,2,2,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,2,3,2,0,2,3,0,2,3,3,0,2,3,2,3,0,0,3,2
MK,3,0,0,3,3,2,0,3,3,0,2,3,0,2,3,0,3,0,0,0,0,2,3,3,0,0,3,0,0,0,0,0,3,1,3,0,0,3,0,3,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,0,3,3,2,0,0,0,0,3,2,0,3,3,2,0,3,3,3,3,3,3,0,3,1,0,2,3,3,2,2,3,2,2,2,0,2,0,0,0,0,0,2,2,0,3,1,0,2,3,3,3,0,0,3,3,3,2,0,-1,0,0,0,3,2,3,2,2,2,0,3,2,0,0,2,3,3,3,2,0,0,2,3,3,0,0,0,3,3,3,2,0,3,3,3,0,2,0,0,2,0,3,3,3,3,0,3,2,2,2,0,0,3,0,0,0,2,0,0,2,0,3,0,3,0,2,3,2,3,2,0,0,2,3,3,0,2,0,2,3,0,0,2,2
ML,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,2,3,0,0,0,2,0,3,0,3,3,0,0,0,0,2,0,0,3,0,2,0,0,0,3,3,3,0,0,0,3,0,3,0,0,3,0,3,0,0,1,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,-1,0,0,3,3,0,0,2,2,0,0,2,0,3,3,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,3,0,3,2,2,0,0,0,0,0,3,3,0,0,2,0,3,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0
MM,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,3,0,0,1,0,2,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,-1,0,2,2,0,2,2,2,0,2,2,0,0,2,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,3,0,3,0,2,0,0,0,2,0
MN,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,1,3,0,3,0,0,3,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,2,0,0,0,2,0,3,0,0,3,0,3,0,3,1,0,2,0,0,0,0,0,2,3,2,0,2,0,0,0,0,3,3,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2,-1,3,2,0,2,2,2,0,3,2,0,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,2,0,2,0,3,3,2,0,0,2,0,0,3,0,0,0,0,2,2,2,0,0,0,0,0,0,2,3,2,2,0,0,0,3,0,2,0,2,3,2,0,3,3,0,3,0,2,0,2,0,0,0,2,0
MO,3,3,0,3,3,3,0,3,3,0,2,3,3,2,3,0,3,2,0,0,3,2,3,0,0,0,3,0,0,0,0,0,3,1,3,0,3,0,0,2,3,3,3,3,2,3,3,3,0,3,3,3,0,3,2,3,3,3,3,2,3,3,0,0,0,2,0,3,0,2,0,3,0,3,3,3,3,3,3,1,0,3,3,3,0,2,3,2,0,2,3,2,3,0,3,0,0,2,2,2,3,1,0,2,3,3,3,0,3,3,3,3,2,0,3,3,3,3,-1,2,3,3,2,2,3,3,2,3,0,2,3,3,3,2,0,1,2,0,0,2,3,0,3,3,3,2,0,2,3,3,3,2,2,0,2,0,3,3,3,3,2,3,0,2,2,0,0,0,0,0,0,2,3,0,2,0,0,2,3,0,2,2,3,0,2,0,3,0,3,3,0,2,3,3,3,0,3,0,2
MR,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,3,0,0,0,2,0,3,0,3,3,0,0,0,0,2,0,0,3,0,2,0,0,0,2,3,3,0,0,0,2,0,3,0,0,3,0,3,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,2,2,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,-1,0,2,2,2,0,3,2,0,3,2,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,3,0,3,2,2,0,0,0,3,0,3,0,0,0,2,0,3,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0
MT,3,3,0,3,3,3,2,3,3,1,2,3,3,2,3,2,3,2,0,0,3,2,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,3,2,3,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,0,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,3,2,3,2,3,2,3,0,3,2,3,2,2,3,3,1,0,2,3,3,3,0,3,3,3,3,2,3,3,0,2,2,3,2,-1,3,2,2,3,3,2,0,0,2,3,3,3,2,0,1,2,3,3,2,3,2,3,3,3,3,3,3,3,3,0,2,2,3,2,0,3,3,3,3,2,3,3,2,2,0,3,3,0,3,0,2,2,2,3,0,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,0,3,3,3
MU,3,2,0,3,3,0,3,0,3,0,2,3,3,0,3,0,3,0,0,3,0,2,0,3,0,3,0,3,0,2,0,0,3,1,3,0,3,0,3,2,2,3,3,3,2,3,3,3,0,3,3,0,0,3,2,3,3,3,3,3,3,3,3,3,3,2,0,3,0,2,0,3,0,3,3,3,3,0,3,1,0,2,3,3,3,2,3,3,0,2,3,2,3,0,3,0,0,2,0,3,3,1,0,3,3,3,3,0,0,3,3,3,2,2,3,0,2,0,3,2,3,-1,2,3,0,3,3,3,0,2,2,3,3,2,0,1,0,3,0,0,3,0,3,3,3,2,0,2,3,0,3,3,0,0,2,0,3,3,3,3,2,3,3,2,2,0,0,0,0,3,0,2,3,0,2,0,3,0,2,3,2,2,3,0,3,0,0,2,3,3,0,0,3,2,3,0,3,3,3
MV,0,3,0,3,0,2,0,0,0,0,2,0,3,3,0,0,0,0,0,0,3,2,0,3,3,3,0,3,0,0,0,0,0,1,0,0,0,0,3,2,2,0,0,0,2,0,3,0,0,3,0,2,0,0,2,0,3,3,0,2,3,3,0,0,3,2,0,0,0,2,0,3,0,0,3,0,3,3,0,3,0,2,0,0,3,2,0,3,0,2,0,2,3,0,0,0,0,2,0,3,0,2,0,3,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,2,0,3,-1,2,0,3,2,0,0,2,2,0,0,2,0,0,0,3,0,2,3,3,0,3,0,2,0,3,0,0,3,2,0,2,2,0,0,3,0,0,0,0,2,2,2,0,0,0,0,3,0,2,3,0,2,0,3,0,2,3,2,0,2,0,2,0,0,2,0,3,0,0,3,2,3,0,3,3,3
MW,0,0,0,3,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,3,0,2,0,3,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,3,3,0,2,0,3,0,2,3,2,0,0,0,2,0,3,0,0,3,0,3,0,3,1,0,2,0,0,3,2,0,3,0,2,3,2,3,0,0,0,0,2,0,3,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,3,2,-1,0,3,3,3,0,2,2,0,0,2,0,0,0,0,0,0,3,0,0,3,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,2,0,2,2,2,0,0,0,0,3,0,2,0,0,2,0,0,0,0,3,2,0,3,0,3,0,0,0,0,3,0,0,3,2,3,0,3,3,3
MX,3,3,0,3,3,2,0,3,3,0,2,3,3,0,3,0,3,2,0,0,0,3,3,3,0,3,3,3,1,0,0,0,3,1,3,0,0,3,3,2,2,3,3,3,2,3,3,3,0,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,0,2,0,3,3,2,0,3,3,3,3,3,3,3,3,1,0,2,3,3,3,2,3,2,2,2,0,2,3,0,3,0,3,2,2,3,3,1,0,2,3,3,3,0,3,3,3,3,2,2,3,0,2,0,3,2,3,3,2,2,-1,3,2,2,0,2,3,3,3,2,0,1,0,3,3,2,3,0,3,3,3,2,3,3,3,3,0,2,0,0,2,0,3,3,3,3,0,3,2,2,2,0,0,3,0,0,0,2,2,2,2,0,3,0,2,3,2,0,2,0,2,0,3,2,3,3,3,2,3,2,3,0,0,2,2
MY,3,3,0,3,3,2,0,3,3,1,2,3,3,2,3,0,3,2,0,0,3,2,3,3,0,3,3,3,0,0,0,0,3,1,3,0,0,0,3,3,2,3,3,3,2,3,3,3,3,3,3,2,0,3,2,3,3,3,3,2,3,3,3,0,3,2,0,3,3,2,3,3,3,3,3,3,3,3,0,1,0,3,3,3,3,2,3,3,3,3,3,2,3,0,3,2,3,3,2,2,3,1,0,3,3,3,3,0,3,3,3,3,2,2,3,0,2,3,3,2,3,3,2,3,3,-1,2,3,0,2,3,3,3,2,0,1,2,3,3,2,3,2,3,3,3,2,0,3,3,0,0,2,2,2,2,2,3,3,3,3,2,3,2,2,3,0,0,3,0,3,0,2,3,2,2,0,3,2,3,3,2,3,3,0,2,0,3,3,3,3,3,3,3,2,3,2,3,3,3
MZ,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,3,0,2,3,2,0,0,0,2,0,3,0,0,3,0,3,0,0,1,0,2,0,0,3,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,3,2,3,0,0,-1,3,0,2,2,0,0,2,0,0,0,0,0,0,3,2,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,2,0,2,2,2,0,3,0,0,3,0,2,0,0,2,0,0,0,0,0,2,0,3,0,2,0,0,0,0,3,0,0,3,2,0,0,3,3,3
NA,0,0,0,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,3,3,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,2,0,3,3,0,3,0,0,0,0,2,0,0,3,0,2,3,3,0,2,3,3,0,0,0,2,0,3,0,0,3,0,3,0,0,1,0,2,0,0,3,0,0,3,0,2,0,2,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,3,2,3,0,3,2,-1,0,2,2,0,0,2,0,0,0,3,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,2,0,2,2,2,0,0,0,0,3,0,2,0,0,2,0,3,0,2,3,2,0,3,0,2,0,0,0,0,3,0,0,3,2,3,0,3,3,3
NE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,2,3,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,0,3,0,2,0,0,0,3,3,3,0,0,0,3,0,3,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,3,0,0,0,2,0,0,3,0,0,2,3,0,2,2,2,0,0,2,0,-1,3,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,3,0,0,3,0,3,2,2,0,0,0,0,0,3,3,0,0,2,0,3,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0
NG,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,3,3,0,2,0,0,0,3,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,3,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,2,2,2,0,0,2,2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,3,0,3,2,2,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0
